,artist,track,filename,path
902,britney spears,Britneyspears Mix,Britney%20Spears%20-%20Britneyspears%20Mix.mid,data/popsongs/Britney%20Spears%20-%20Britneyspears%20Mix.mid
904,britney spears,Crazy Symphonica,Britney%20Spears%20-%20Crazy%20Symphonica.mid,data/popsongs/Britney%20Spears%20-%20Crazy%20Symphonica.mid
903,britney spears,I'm A Slave 4 You,Britney%20Spears%20-%20I'm%20A%20Slave%204%20You.mid,data/popsongs/Britney%20Spears%20-%20I'm%20A%20Slave%204%20You.mid
905,britney spears,"Oops, I Did It Again","Britney%20Spears%20-%20Oops,%20I%20Did%20It%20Again.mid","data/popsongs/Britney%20Spears%20-%20Oops,%20I%20Did%20It%20Again.mid"
909,britney spears,Sometimes,Britney%20Spears%20-%20Sometimes.mid,data/popsongs/Britney%20Spears%20-%20Sometimes.mid
906,britney spears,Stronger,Britney%20Spears%20-%20Stronger.mid,data/popsongs/Britney%20Spears%20-%20Stronger.mid
910,britney spears,Toxic,Britney%20Spears%20-%20Toxic.mid,data/popsongs/Britney%20Spears%20-%20Toxic.mid
908,britney spears,What You See Is What You Get,Britney%20Spears%20-%20What%20You%20See%20Is%20What%20You%20Get.mid,data/popsongs/Britney%20Spears%20-%20What%20You%20See%20Is%20What%20You%20Get.mid
925,brooks and dunn,A Man This Lonely Midi Only,Brooks%20And%20Dunn%20-%20A%20Man%20This%20Lonely%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20A%20Man%20This%20Lonely%20Midi%20Only.mid
915,brooks and dunn,Beer 30 Midi Only,Brooks%20And%20Dunn%20-%20Beer%2030%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Beer%2030%20Midi%20Only.mid
927,brooks and dunn,Beer 30 Ver2,Brooks%20And%20Dunn%20-%20Beer%2030%20Ver2.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Beer%2030%20Ver2.mid
922,brooks and dunn,Boot Scooting Boogie Midi Only,Brooks%20And%20Dunn%20-%20Boot%20Scooting%20Boogie%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Boot%20Scooting%20Boogie%20Midi%20Only.mid
926,brooks and dunn,Brand New Man Midi Only,Brooks%20And%20Dunn%20-%20Brand%20New%20Man%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Brand%20New%20Man%20Midi%20Only.mid
921,brooks and dunn,Brand New Man2 Midi Only,Brooks%20And%20Dunn%20-%20Brand%20New%20Man2%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Brand%20New%20Man2%20Midi%20Only.mid
930,brooks and dunn,Cool Drink Of Water Midi Only,Brooks%20And%20Dunn%20-%20Cool%20Drink%20Of%20Water%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Cool%20Drink%20Of%20Water%20Midi%20Only.mid
931,brooks and dunn,Hard Working' Man,Brooks%20And%20Dunn%20-%20Hard%20Working'%20Man.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Hard%20Working'%20Man.mid
929,brooks and dunn,Husbands And Wives,Brooks%20And%20Dunn%20-%20Husbands%20And%20Wives.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Husbands%20And%20Wives.mid
914,brooks and dunn,I'll Never Forgive My Heart Midi Only,Brooks%20And%20Dunn%20-%20I'll%20Never%20Forgive%20My%20Heart%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20I'll%20Never%20Forgive%20My%20Heart%20Midi%20Only.mid
918,brooks and dunn,Little Miss Honky Tonk Midi Only,Brooks%20And%20Dunn%20-%20Little%20Miss%20Honky%20Tonk%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Little%20Miss%20Honky%20Tonk%20Midi%20Only.mid
916,brooks and dunn,Lost And Found Midi Only,Brooks%20And%20Dunn%20-%20Lost%20And%20Found%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Lost%20And%20Found%20Midi%20Only.mid
928,brooks and dunn,My Maria,Brooks%20And%20Dunn%20-%20My%20Maria.mid,data/popsongs/Brooks%20And%20Dunn%20-%20My%20Maria.mid
917,brooks and dunn,My Next Broken Heart Midi Only,Brooks%20And%20Dunn%20-%20My%20Next%20Broken%20Heart%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20My%20Next%20Broken%20Heart%20Midi%20Only.mid
923,brooks and dunn,Neon Moon Midi Only,Brooks%20And%20Dunn%20-%20Neon%20Moon%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Neon%20Moon%20Midi%20Only.mid
912,brooks and dunn,Play Something Country Midi Only,Brooks%20And%20Dunn%20-%20Play%20Something%20Country%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Play%20Something%20Country%20Midi%20Only.mid
920,brooks and dunn,Rock My World Midi Only,Brooks%20And%20Dunn%20-%20Rock%20My%20World%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Rock%20My%20World%20Midi%20Only.mid
913,brooks and dunn,She Ain't The Cheatin Kind Midi Only,Brooks%20And%20Dunn%20-%20She%20Ain't%20The%20Cheatin%20Kind%20Midi%20Only.mid,data/popsongs/Brooks%20And%20Dunn%20-%20She%20Ain't%20The%20Cheatin%20Kind%20Midi%20Only.mid
924,brooks and dunn,She Used To Be Mine,Brooks%20And%20Dunn%20-%20She%20Used%20To%20Be%20Mine.mid,data/popsongs/Brooks%20And%20Dunn%20-%20She%20Used%20To%20Be%20Mine.mid
919,brooks and dunn,Shes Home,Brooks%20And%20Dunn%20-%20Shes%20Home.mid,data/popsongs/Brooks%20And%20Dunn%20-%20Shes%20Home.mid
935,bwitched,Cest La Vie,BWitched%20-%20Cest%20La%20Vie.mid,data/popsongs/BWitched%20-%20Cest%20La%20Vie.mid
933,bwitched,Jesse Hold On Midi Only,BWitched%20-%20Jesse%20Hold%20On%20Midi%20Only.mid,data/popsongs/BWitched%20-%20Jesse%20Hold%20On%20Midi%20Only.mid
932,bwitched,Rollercoaster,BWitched%20-%20Rollercoaster.mid,data/popsongs/BWitched%20-%20Rollercoaster.mid
934,bwitched,To You I Belong Midi Only,BWitched%20-%20To%20You%20I%20Belong%20Midi%20Only.mid,data/popsongs/BWitched%20-%20To%20You%20I%20Belong%20Midi%20Only.mid
965,cliff richard,Dancing Shoes,Cliff%20Richard%20-%20Dancing%20Shoes.mid,data/popsongs/Cliff%20Richard%20-%20Dancing%20Shoes.mid
945,cliff richard,Devil Woman,Cliff%20Richard%20-%20Devil%20Woman.mid,data/popsongs/Cliff%20Richard%20-%20Devil%20Woman.mid
967,cliff richard,Distance,Cliff%20Richard%20-%20Distance.mid,data/popsongs/Cliff%20Richard%20-%20Distance.mid
937,cliff richard,Do You Remember,Cliff%20Richard%20-%20Do%20You%20Remember.mid,data/popsongs/Cliff%20Richard%20-%20Do%20You%20Remember.mid
936,cliff richard,Do You Wanna Dance,Cliff%20Richard%20-%20Do%20You%20Wanna%20Dance.mid,data/popsongs/Cliff%20Richard%20-%20Do%20You%20Wanna%20Dance.mid
942,cliff richard,Dreamin',Cliff%20Richard%20-%20Dreamin'.mid,data/popsongs/Cliff%20Richard%20-%20Dreamin'.mid
960,cliff richard,Dreaming,Cliff%20Richard%20-%20Dreaming.mid,data/popsongs/Cliff%20Richard%20-%20Dreaming.mid
968,cliff richard,Easy Fall In Love With You,Cliff%20Richard%20-%20Easy%20Fall%20In%20Love%20With%20You.mid,data/popsongs/Cliff%20Richard%20-%20Easy%20Fall%20In%20Love%20With%20You.mid
957,cliff richard,Evergreen Tree,Cliff%20Richard%20-%20Evergreen%20Tree.mid,data/popsongs/Cliff%20Richard%20-%20Evergreen%20Tree.mid
954,cliff richard,From A Distance,Cliff%20Richard%20-%20From%20A%20Distance.mid,data/popsongs/Cliff%20Richard%20-%20From%20A%20Distance.mid
963,cliff richard,"Gee Whiz, It's You","Cliff%20Richard%20-%20Gee%20Whiz,%20It's%20You.mid","data/popsongs/Cliff%20Richard%20-%20Gee%20Whiz,%20It's%20You.mid"
947,cliff richard,Got Funny,Cliff%20Richard%20-%20Got%20Funny.mid,data/popsongs/Cliff%20Richard%20-%20Got%20Funny.mid
969,cliff richard,I Love You,Cliff%20Richard%20-%20I%20Love%20You.mid,data/popsongs/Cliff%20Richard%20-%20I%20Love%20You.mid
939,cliff richard,I'm Nearly Famous,Cliff%20Richard%20-%20I'm%20Nearly%20Famous.mid,data/popsongs/Cliff%20Richard%20-%20I'm%20Nearly%20Famous.mid
959,cliff richard,It 'll Be Me,Cliff%20Richard%20-%20It%20'll%20Be%20Me.mid,data/popsongs/Cliff%20Richard%20-%20It%20'll%20Be%20Me.mid
971,cliff richard,Lessons In Love,Cliff%20Richard%20-%20Lessons%20In%20Love.mid,data/popsongs/Cliff%20Richard%20-%20Lessons%20In%20Love.mid
955,cliff richard,Living Doll,Cliff%20Richard%20-%20Living%20Doll.mid,data/popsongs/Cliff%20Richard%20-%20Living%20Doll.mid
958,cliff richard,Lucky Lips,Cliff%20Richard%20-%20Lucky%20Lips.mid,data/popsongs/Cliff%20Richard%20-%20Lucky%20Lips.mid
944,cliff richard,Millenium Prayer,Cliff%20Richard%20-%20Millenium%20Prayer.mid,data/popsongs/Cliff%20Richard%20-%20Millenium%20Prayer.mid
972,cliff richard,Millenium Prayer -Ver2,Cliff%20Richard%20-%20Millenium%20Prayer%20-Ver2.mid,data/popsongs/Cliff%20Richard%20-%20Millenium%20Prayer%20-Ver2.mid
943,cliff richard,Miss You Nights,Cliff%20Richard%20-%20Miss%20You%20Nights.mid,data/popsongs/Cliff%20Richard%20-%20Miss%20You%20Nights.mid
950,cliff richard,Miss You Nights 1,Cliff%20Richard%20-%20Miss%20You%20Nights%201.mid,data/popsongs/Cliff%20Richard%20-%20Miss%20You%20Nights%201.mid
964,cliff richard,Misteltoe And Wine,Cliff%20Richard%20-%20Misteltoe%20And%20Wine.mid,data/popsongs/Cliff%20Richard%20-%20Misteltoe%20And%20Wine.mid
970,cliff richard,Move It,Cliff%20Richard%20-%20Move%20It.mid,data/popsongs/Cliff%20Richard%20-%20Move%20It.mid
953,cliff richard,Rote Lippen Soll Man Ku????en,Cliff%20Richard%20-%20Rote%20Lippen%20Soll%20Man%20Ku????en.mid,data/popsongs/Cliff%20Richard%20-%20Rote%20Lippen%20Soll%20Man%20Ku????en.mid
938,cliff richard,Sag No Zu Ihm,Cliff%20Richard%20-%20Sag%20No%20Zu%20Ihm.mid,data/popsongs/Cliff%20Richard%20-%20Sag%20No%20Zu%20Ihm.mid
961,cliff richard,Saviours Day,Cliff%20Richard%20-%20Saviours%20Day.mid,data/popsongs/Cliff%20Richard%20-%20Saviours%20Day.mid
951,cliff richard,She Is So Beautiful,Cliff%20Richard%20-%20She%20Is%20So%20Beautiful.mid,data/popsongs/Cliff%20Richard%20-%20She%20Is%20So%20Beautiful.mid
962,cliff richard,Some People,Cliff%20Richard%20-%20Some%20People.mid,data/popsongs/Cliff%20Richard%20-%20Some%20People.mid
948,cliff richard,Some People1,Cliff%20Richard%20-%20Some%20People1.mid,data/popsongs/Cliff%20Richard%20-%20Some%20People1.mid
949,cliff richard,Summer Holidays,Cliff%20Richard%20-%20Summer%20Holidays.mid,data/popsongs/Cliff%20Richard%20-%20Summer%20Holidays.mid
941,cliff richard,The 12th Of Never,Cliff%20Richard%20-%20The%2012th%20Of%20Never.mid,data/popsongs/Cliff%20Richard%20-%20The%2012th%20Of%20Never.mid
975,cliff richard,The Next Time,Cliff%20Richard%20-%20The%20Next%20Time.mid,data/popsongs/Cliff%20Richard%20-%20The%20Next%20Time.mid
940,cliff richard,The Young Ones,Cliff%20Richard%20-%20The%20Young%20Ones.mid,data/popsongs/Cliff%20Richard%20-%20The%20Young%20Ones.mid
952,cliff richard,Travelin' Light,Cliff%20Richard%20-%20Travelin'%20Light.mid,data/popsongs/Cliff%20Richard%20-%20Travelin'%20Light.mid
966,cliff richard,Two A Penny,Cliff%20Richard%20-%20Two%20A%20Penny.mid,data/popsongs/Cliff%20Richard%20-%20Two%20A%20Penny.mid
946,cliff richard,Voice In The Wilderness,Cliff%20Richard%20-%20Voice%20In%20The%20Wilderness.mid,data/popsongs/Cliff%20Richard%20-%20Voice%20In%20The%20Wilderness.mid
973,cliff richard,We Dont Talk Anymore,Cliff%20Richard%20-%20We%20Dont%20Talk%20Anymore.mid,data/popsongs/Cliff%20Richard%20-%20We%20Dont%20Talk%20Anymore.mid
974,cliff richard,When The Girl In Your Arms Is The Girl In Your Heart,Cliff%20Richard%20-%20When%20The%20Girl%20In%20Your%20Arms%20Is%20The%20Girl%20In%20Your%20Heart.mid,data/popsongs/Cliff%20Richard%20-%20When%20The%20Girl%20In%20Your%20Arms%20Is%20The%20Girl%20In%20Your%20Heart.mid
956,cliff richard,You Keep Me Hangin On,Cliff%20Richard%20-%20You%20Keep%20Me%20Hangin%20On.mid,data/popsongs/Cliff%20Richard%20-%20You%20Keep%20Me%20Hangin%20On.mid
976,clint black,When I Said I Do,Clint%20Black%20-%20When%20I%20Said%20I%20Do.mid,data/popsongs/Clint%20Black%20-%20When%20I%20Said%20I%20Do.mid
986,clouseau,Altijd Meer En Meer,Clouseau%20-%20Altijd%20Meer%20En%20Meer.mid,data/popsongs/Clouseau%20-%20Altijd%20Meer%20En%20Meer.mid
979,clouseau,Anne,Clouseau%20-%20Anne.mid,data/popsongs/Clouseau%20-%20Anne.mid
980,clouseau,Dat Ze De Mooiste Is,Clouseau%20-%20Dat%20Ze%20De%20Mooiste%20Is.mid,data/popsongs/Clouseau%20-%20Dat%20Ze%20De%20Mooiste%20Is.mid
981,clouseau,Door De Muur,Clouseau%20-%20Door%20De%20Muur.mid,data/popsongs/Clouseau%20-%20Door%20De%20Muur.mid
987,clouseau,Heb Ik Ooit Gezegd,Clouseau%20-%20Heb%20Ik%20Ooit%20Gezegd.mid,data/popsongs/Clouseau%20-%20Heb%20Ik%20Ooit%20Gezegd.mid
985,clouseau,Je Bent Niets,Clouseau%20-%20Je%20Bent%20Niets.mid,data/popsongs/Clouseau%20-%20Je%20Bent%20Niets.mid
983,clouseau,Kom Naar Jou,Clouseau%20-%20Kom%20Naar%20Jou.mid,data/popsongs/Clouseau%20-%20Kom%20Naar%20Jou.mid
978,clouseau,Louise,Clouseau%20-%20Louise.mid,data/popsongs/Clouseau%20-%20Louise.mid
982,clouseau,Niets Meer,Clouseau%20-%20Niets%20Meer.mid,data/popsongs/Clouseau%20-%20Niets%20Meer.mid
984,clouseau,Nobelprijs,Clouseau%20-%20Nobelprijs.mid,data/popsongs/Clouseau%20-%20Nobelprijs.mid
977,clouseau,Samen,Clouseau%20-%20Samen.mid,data/popsongs/Clouseau%20-%20Samen.mid
988,clout,Substitute,Clout%20-%20Substitute.mid,data/popsongs/Clout%20-%20Substitute.mid
989,club nouveau,Lean On Me,Club%20Nouveau%20-%20Lean%20On%20Me.mid,data/popsongs/Club%20Nouveau%20-%20Lean%20On%20Me.mid
990,club nouveau,Lean On Me -Ver2,Club%20Nouveau%20-%20Lean%20On%20Me%20-Ver2.mid,data/popsongs/Club%20Nouveau%20-%20Lean%20On%20Me%20-Ver2.mid
991,cock robin,The Promise You Made,Cock%20Robin%20-%20The%20Promise%20You%20Made.mid,data/popsongs/Cock%20Robin%20-%20The%20Promise%20You%20Made.mid
996,coldplay,Clocks,Coldplay%20-%20Clocks.mid,data/popsongs/Coldplay%20-%20Clocks.mid
999,coldplay,Daylight,Coldplay%20-%20Daylight.mid,data/popsongs/Coldplay%20-%20Daylight.mid
998,coldplay,Don't Panic,Coldplay%20-%20Don't%20Panic.mid,data/popsongs/Coldplay%20-%20Don't%20Panic.mid
995,coldplay,In My Place,Coldplay%20-%20In%20My%20Place.Kar,data/popsongs/Coldplay%20-%20In%20My%20Place.Kar
994,coldplay,Square One,Coldplay%20-%20Square%20One.mid,data/popsongs/Coldplay%20-%20Square%20One.mid
997,coldplay,The Scientist,Coldplay%20-%20The%20Scientist.mid,data/popsongs/Coldplay%20-%20The%20Scientist.mid
993,coldplay,Trouble,Coldplay%20-%20Trouble.mid,data/popsongs/Coldplay%20-%20Trouble.mid
1000,coldplay,What If,Coldplay%20-%20What%20If.mid,data/popsongs/Coldplay%20-%20What%20If.mid
992,coldplay,White Shadows,Coldplay%20-%20White%20Shadows.mid,data/popsongs/Coldplay%20-%20White%20Shadows.mid
1001,collective soul,Blame,Collective%20Soul%20-%20Blame.mid,data/popsongs/Collective%20Soul%20-%20Blame.mid
1002,collective soul,Bleed,Collective%20Soul%20-%20Bleed.mid,data/popsongs/Collective%20Soul%20-%20Bleed.mid
1004,conquest,1492 Christophe Colomb Midi Only,Conquest%20-%201492%20Christophe%20Colomb%20Midi%20Only.mid,data/popsongs/Conquest%20-%201492%20Christophe%20Colomb%20Midi%20Only.mid
1003,conquest,Christophe Colomb Midi,Conquest%20-%20Christophe%20Colomb%20Midi.mid,data/popsongs/Conquest%20-%20Christophe%20Colomb%20Midi.mid
1010,conway twitty,Baby's Got Her Blue Jeans On,Conway%20Twitty%20-%20Baby's%20Got%20Her%20Blue%20Jeans%20On.mid,data/popsongs/Conway%20Twitty%20-%20Baby's%20Got%20Her%20Blue%20Jeans%20On.mid
1011,conway twitty,Desperado Love (Sequenced By ChartChai Mee_1,Conway%20Twitty%20-%20Desperado%20Love%20(Sequenced%20By%20ChartChai%20Mee_1.mid,data/popsongs/Conway%20Twitty%20-%20Desperado%20Love%20(Sequenced%20By%20ChartChai%20Mee_1.mid
1008,conway twitty,Its Only Make Believe,Conway%20Twitty%20-%20Its%20Only%20Make%20Believe.mid,data/popsongs/Conway%20Twitty%20-%20Its%20Only%20Make%20Believe.mid
1006,conway twitty,Slow Hand,Conway%20Twitty%20-%20Slow%20Hand.mid,data/popsongs/Conway%20Twitty%20-%20Slow%20Hand.mid
1009,conway twitty,The Clown,Conway%20Twitty%20-%20The%20Clown.mid,data/popsongs/Conway%20Twitty%20-%20The%20Clown.mid
1007,conway twitty,The Rose,Conway%20Twitty%20-%20The%20Rose.mid,data/popsongs/Conway%20Twitty%20-%20The%20Rose.mid
1005,conway twitty,Tight Fittin Jeans,Conway%20Twitty%20-%20Tight%20Fittin%20Jeans.mid,data/popsongs/Conway%20Twitty%20-%20Tight%20Fittin%20Jeans.mid
1012,coolio,See You When You Get There,Coolio%20-%20See%20You%20When%20You%20Get%20There.mid,data/popsongs/Coolio%20-%20See%20You%20When%20You%20Get%20There.mid
1013,corey heart,Sunglasses At Night,Corey%20Heart%20-%20Sunglasses%20At%20Night.mid,data/popsongs/Corey%20Heart%20-%20Sunglasses%20At%20Night.mid
1014,corinne bailey rae,Put Your Records On,Corinne%20Bailey%20Rae%20-%20Put%20Your%20Records%20On.mid,data/popsongs/Corinne%20Bailey%20Rae%20-%20Put%20Your%20Records%20On.mid
1019,craig david,7 Days,Craig%20David%20-%207%20Days.Kar,data/popsongs/Craig%20David%20-%207%20Days.Kar
1017,craig david,Rendezvous,Craig%20David%20-%20Rendezvous.Kar,data/popsongs/Craig%20David%20-%20Rendezvous.Kar
1016,craig david,Rise And Fall,Craig%20David%20-%20Rise%20And%20Fall.Kar,data/popsongs/Craig%20David%20-%20Rise%20And%20Fall.Kar
1020,craig david,Spanish,Craig%20David%20-%20Spanish.Kar,data/popsongs/Craig%20David%20-%20Spanish.Kar
1015,craig david,Walking Away,Craig%20David%20-%20Walking%20Away.Kar,data/popsongs/Craig%20David%20-%20Walking%20Away.Kar
1018,craig david,World Filled With Love,Craig%20David%20-%20World%20Filled%20With%20Love.Kar,data/popsongs/Craig%20David%20-%20World%20Filled%20With%20Love.Kar
1025,cream,Born Under A Bad Sign,Cream%20-%20Born%20Under%20A%20Bad%20Sign.mid,data/popsongs/Cream%20-%20Born%20Under%20A%20Bad%20Sign.mid
1026,cream,Crossroads,Cream%20-%20Crossroads.mid,data/popsongs/Cream%20-%20Crossroads.mid
1021,cream,Spoonful,Cream%20-%20Spoonful.mid,data/popsongs/Cream%20-%20Spoonful.mid
1024,cream,Strange Brew,Cream%20-%20Strange%20Brew.mid,data/popsongs/Cream%20-%20Strange%20Brew.mid
1022,cream,Sunshine Of Your Love,Cream%20-%20Sunshine%20Of%20Your%20Love.mid,data/popsongs/Cream%20-%20Sunshine%20Of%20Your%20Love.mid
1023,cream,World Of Pain,Cream%20-%20World%20Of%20Pain.mid,data/popsongs/Cream%20-%20World%20Of%20Pain.mid
1028,creedence clearwater revival,Born On The Bayou,Creedence%20Clearwater%20Revival%20-%20Born%20On%20The%20Bayou.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Born%20On%20The%20Bayou.mid
1033,creedence clearwater revival,Centerfield,Creedence%20Clearwater%20Revival%20-%20Centerfield.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Centerfield.mid
1027,creedence clearwater revival,Green River,Creedence%20Clearwater%20Revival%20-%20Green%20River.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Green%20River.mid
1029,creedence clearwater revival,I Heard It Through The Grapevine,Creedence%20Clearwater%20Revival%20-%20I%20Heard%20It%20Through%20The%20Grapevine.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20I%20Heard%20It%20Through%20The%20Grapevine.mid
1031,creedence clearwater revival,Midnight Special,Creedence%20Clearwater%20Revival%20-%20Midnight%20Special.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Midnight%20Special.mid
1030,creedence clearwater revival,Proud Mary,Creedence%20Clearwater%20Revival%20-%20Proud%20Mary.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Proud%20Mary.mid
1034,creedence clearwater revival,Susie Q,Creedence%20Clearwater%20Revival%20-%20Susie%20Q.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Susie%20Q.mid
1035,creedence clearwater revival,Sweet Hitch Hiker,Creedence%20Clearwater%20Revival%20-%20Sweet%20Hitch%20Hiker.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Sweet%20Hitch%20Hiker.mid
1032,creedence clearwater revival,Travelin' Band,Creedence%20Clearwater%20Revival%20-%20Travelin'%20Band.mid,data/popsongs/Creedence%20Clearwater%20Revival%20-%20Travelin'%20Band.mid
1056,crowded house,-_Fall_At_Your_Feet,Crowded_House_-_Fall_At_Your_Feet.mid,data/popsongs/Crowded_House_-_Fall_At_Your_Feet.mid
1045,crowded house,Always Take The Weather.Kar,Crowded%20House%20-%20Always%20Take%20The%20Weather.Kar.mid,data/popsongs/Crowded%20House%20-%20Always%20Take%20The%20Weather.Kar.mid
1041,crowded house,Better Be Home Soon - Crowded House,Crowded%20House%20-%20Better%20Be%20Home%20Soon%20-%20Crowded%20House.Mid,data/popsongs/Crowded%20House%20-%20Better%20Be%20Home%20Soon%20-%20Crowded%20House.Mid
1037,crowded house,Better Be Home Soon - Crowded House.Kar,Crowded%20House%20-%20Better%20Be%20Home%20Soon%20-%20Crowded%20House.Kar.mid,data/popsongs/Crowded%20House%20-%20Better%20Be%20Home%20Soon%20-%20Crowded%20House.Kar.mid
1046,crowded house,Better_Be_Home_Soon_(Crowded_House),Crowded%20House%20-%20Better_Be_Home_Soon_(Crowded_House).mid,data/popsongs/Crowded%20House%20-%20Better_Be_Home_Soon_(Crowded_House).mid
1050,crowded house,Chocolate Cake,Crowded%20House%20-%20Chocolate%20Cake.mid,data/popsongs/Crowded%20House%20-%20Chocolate%20Cake.mid
1055,crowded house,Distant Sun,Crowded%20House%20-%20Distant%20Sun.mid,data/popsongs/Crowded%20House%20-%20Distant%20Sun.mid
1051,crowded house,Don't Dream It's Over,Crowded%20House%20-%20Don't%20Dream%20It's%20Over.mid,data/popsongs/Crowded%20House%20-%20Don't%20Dream%20It's%20Over.mid
6885,crowded house,Don't Dream It's Over,CrowdedHouse_Don'tDreamIt'sOver.mid,data/popsongs/CrowdedHouse_Don'tDreamIt'sOver.mid
1053,crowded house,Don't Dream It's Over-Crowded House-Gs.Kar,Crowded%20House%20-%20Don't%20Dream%20It's%20Over-Crowded%20House-Gs.Kar.mid,data/popsongs/Crowded%20House%20-%20Don't%20Dream%20It's%20Over-Crowded%20House-Gs.Kar.mid
1044,crowded house,Don't Dream It's Over.Kar,Crowded%20House%20-%20Don't%20Dream%20It's%20Over.Kar.mid,data/popsongs/Crowded%20House%20-%20Don't%20Dream%20It's%20Over.Kar.mid
1040,crowded house,Don't_Dream_It's_Over_(Last_Stand)_(Crowded_House),Crowded%20House%20-%20Don't_Dream_It's_Over_(Last_Stand)_(Crowded_House).mid,data/popsongs/Crowded%20House%20-%20Don't_Dream_It's_Over_(Last_Stand)_(Crowded_House).mid
1049,crowded house,Fall At Your Feet,Crowded%20House%20-%20Fall%20At%20Your%20Feet.mid,data/popsongs/Crowded%20House%20-%20Fall%20At%20Your%20Feet.mid
1047,crowded house,Fall At Your Feet.Kar,Crowded%20House%20-%20Fall%20At%20Your%20Feet.Kar.mid,data/popsongs/Crowded%20House%20-%20Fall%20At%20Your%20Feet.Kar.mid
1039,crowded house,I Feel Possessed,Crowded%20House%20-%20I%20Feel%20Possessed.mid,data/popsongs/Crowded%20House%20-%20I%20Feel%20Possessed.mid
1036,crowded house,Into Temptation,Crowded%20House%20-%20Into%20Temptation.mid,data/popsongs/Crowded%20House%20-%20Into%20Temptation.mid
1038,crowded house,Into Temptation(2),Crowded%20House%20-%20Into%20Temptation(2).mid,data/popsongs/Crowded%20House%20-%20Into%20Temptation(2).mid
1048,crowded house,Something_So_Strong_(Crowded_House),Crowded%20House%20-%20Something_So_Strong_(Crowded_House).mid,data/popsongs/Crowded%20House%20-%20Something_So_Strong_(Crowded_House).mid
1043,crowded house,Weather With You,Crowded%20House%20-%20Weather%20With%20You%20.mid,data/popsongs/Crowded%20House%20-%20Weather%20With%20You%20.mid
1052,crowded house,Weather With You (Crowded House),Crowded%20House%20-%20Weather%20With%20You%20(Crowded%20House).mid,data/popsongs/Crowded%20House%20-%20Weather%20With%20You%20(Crowded%20House).mid
1054,crowded house,Weather With You (Crowded House) .Kar,Crowded%20House%20-%20Weather%20With%20You%20(Crowded%20House)%20.Kar.mid,data/popsongs/Crowded%20House%20-%20Weather%20With%20You%20(Crowded%20House)%20.Kar.mid
1042,crowded house,Weather With You - (Crowded House),Crowded%20House%20-%20Weather%20With%20You%20-%20(Crowded%20House).mid,data/popsongs/Crowded%20House%20-%20Weather%20With%20You%20-%20(Crowded%20House).mid
1057,crowdedhouse,-WeatherWithYou-Fixed,CrowdedHouse-WeatherWithYou-Fixed.mid,data/popsongs/CrowdedHouse-WeatherWithYou-Fixed.mid
7085,crowdedhouse,Don'tDreamIt'sOver2,CrowdedHouse_Don'tDreamIt'sOver2.mid,data/popsongs/CrowdedHouse_Don'tDreamIt'sOver2.mid
1058,culture club,Do You Really Want To Hurt Me,Culture%20Club%20-%20Do%20You%20Really%20Want%20To%20Hurt%20Me.Kar,data/popsongs/Culture%20Club%20-%20Do%20You%20Really%20Want%20To%20Hurt%20Me.Kar
1059,culture club,I Just Wanna Be Loved,Culture%20Club%20-%20I%20Just%20Wanna%20Be%20Loved.Kar,data/popsongs/Culture%20Club%20-%20I%20Just%20Wanna%20Be%20Loved.Kar
1060,culture club,Karma Chameleon,Culture%20Club%20-%20Karma%20Chameleon.mid,data/popsongs/Culture%20Club%20-%20Karma%20Chameleon.mid
1064,cyndi lauper,All Through The Night,Cyndi%20Lauper%20-%20All%20Through%20The%20Night.mid,data/popsongs/Cyndi%20Lauper%20-%20All%20Through%20The%20Night.mid
1069,cyndi lauper,I Drove All Night,Cyndi%20Lauper%20-%20I%20Drove%20All%20Night.mid,data/popsongs/Cyndi%20Lauper%20-%20I%20Drove%20All%20Night.mid
